Paper_ID,Affiliation_ID,Year,Keyword,AffiliationGroup,OriginalAffiliation,Author,NA
7890,1,1996,us fish & wildlife,Remove,"US FISH & WILDLIFE SERV,PATUXENT WILDLIFE RES CTR,LAUREL,MD 20708, USA.","Link, WA",129
7895,1,1996,bot,ES,"UNIV STOCKHOLM,DEPT BOT,S-10691 STOCKHOLM,SWEDEN.","Tapper, PG",183
7901,1,1996,env,ES,"UNIV CALIF BERKELEY,DEPT ENVIRONM SCI POLICY & MANAGEMENT,BERKELEY,CA 94720, USA.","Getz, WM",184
7904,1,1996,bot,ES,"UNIV CAPE TOWN,DEPT BOT,INST PLANT CONSERVAT,PRIVATE BAG,ZA-7700 RONDEBOSCH,SOUTH AFRICA.","Higgins, SI",185
7907,1,1996,eco,ES,"UNIV CONNECTICUT, DEPT ECOL & EVOLUTIONARY BIOL, STORRS, CT 06269 USA.","Turchin, P",186
7909,1,1996,bio,ES,"W VIRGINIA UNIV,DEPT BIOL,POB 6057,MORGANTOWN,WV 26506, USA.","Vavrek, MC",187
7916,1,1996,eco,ES,"UNIV CALIF SANTA BARBARA,DEPT ECOL EVOLUT & MARINE BIOL,SANTA BARBARA,CA 93106, USA.","Tyler, CM",188
7919,1,1996,bio,ES,"UNIV S FLORIDA,DEPT BIOL,TAMPA,FL 33620, USA.","Stiling, P",155
7922,1,1996,bio,ES,"UNIV CALIF SAN DIEGO,DEPT BIOL,LA JOLLA,CA 92093, USA.","Bradbury, JW",189
7923,1,1996,marine,ES,"JAMES COOK UNIV N QUEENSLAND,DEPT MARINE BIOL,TOWNSVILLE,QLD 4811,AUSTRALIA.","Hughes, TP",190
7924,1,1996,zoo,ES,"UNIV WASHINGTON,DEPT ZOOL,SEATTLE,WA 98195, USA.","Kareiva, P",191
7925,1,1996,sea,ES,"WILLIAMS COLL MYSTIC SEAPORT,MARITIME STUDIES PROGRAM,MYSTIC,CT 06355, USA.","Carlton, JT",192
7927,1,1996,bio,ES,"UNIV YORK,DEPT BIOL,YORK YO1 5DD,N YORKSHIRE,ENGLAND.","Williamson, M",193
7928,1,1996,wild,ES,"UNIV CALIF DAVIS,DEPT WILDLIFE & FISHERIES BIOL,DAVIS,CA 95616, USA.","Moyle, PB",194
7933,1,1996,ent,ES,"UNIV CALIF DAVIS,DEPT ENTOMOL,DAVIS,CA 95616, USA.","Carey, JR",195
7937,1,1996,NoMatch,Unmatched,"CORNELL UNIV,ITHACA,NY 14853, USA.","Hairston, NG",196
7938,1,1996,bio,ES,"UNIV RHODE ISL,DEPT BIOL SCI,KINGSTON,RI 02881, USA.","Killingbeck, KT",197
7944,1,1996,eco,ES,"UMEA UNIV, DEPT ECOL BOT, S-90187 UMEA, SWEDEN.","Agren, J",198
7948,1,1996,bio,ES,"UNIV CALIF LOS ANGELES,DEPT BIOL,LOS ANGELES,CA 90095, USA.","Peterson, CC",199
7949,1,1996,eco,ES,"CORNELL UNIV, ECOL & SYSTEMAT SECT, CORSON HALL, ITHACA, NY 14853 USA.","Flecker, AS",200
7950,1,1996,bio,ES,"UNIV RHODE ISL,DEPT BIOL SCI,KINGSTON,RI 02881, USA.","Twombly, S",201
7956,1,1996,zoo,ES,"UNIV GOTHENBURG,DEPT ZOOL,SECT ANIM ECOL,MEDICINARGATAN 18,S-41390 GOTHENBURG,SWEDEN.","Wiklund, CG",202
7958,1,1996,eco,ES,"LUND UNIV,DEPT THEORET ECOL,ECOL BLDG,S-22362 LUND,SWEDEN.","Nilsson, P",203
7959,1,1996,min,ES,"UNIV WYOMING,DEPT ZOOL & PHYSIOL,LARAMIE,WY 82071, USA.","Witmer, MC",204
7960,1,1996,marine,ES,"UNIV GEORGIA,INST MARINE,SAPELO ISL,GA 31327, USA.","Pennings, SC",205
7961,1,1996,marine,ES,"UNIV N CAROLINA,INST MARINE SCI,3431 ARENDELL ST,MOREHEAD CITY,NC 28557, USA.","Hay, ME",206
7963,1,1996,zoo,ES,"UNIV MARYLAND,DEPT ZOOL,COLLEGE PK,MD 20742, USA.","Abrams, PA",207
7964,1,1996,bio,ES,"FLORIDA STATE UNIV,DEPT BIOL SCI,B-157,TALLAHASSEE,FL 32306, USA.","Miller, TE",208
7965,1,1996,bio,ES,"FLORIDA STATE UNIV, DEPT BIOL SCI, B-157, TALLAHASSEE, FL 32306 USA.","Wainwright, PC",209
7966,1,1996,bio,ES,"WASHINGTON UNIV, DEPT BIOL, CAMPUS BOX 1137, ST LOUIS, MO 63130 USA.","Losos, JB",210
7967,1,1996,bio,ES,"DARTMOUTH COLL, DEPT BIOL SCI, HANOVER, NH 03755 USA.","McPeek, MA",211
7968,1,1996,phys ,PS,"UNIV CHICAGO,DEPT GEOPHYS SCI,5734 S ELLIS AVE,CHICAGO,IL 60637, USA.","Jablonski, D",212
7971,1,1996,bio,ES,"UNIV CALIF SANTA CRUZ, BIOL BOARD, SANTA CRUZ, CA 95064 USA.","Marvier, MA",213
7974,1,1996,eco,ES,"UNIV ARIZONA,DEPT ECOL & EVOLUT BIOL,TUCSON,AZ 85721, USA.","Pake, CE",214
7975,1,1996,agr,ES,"SWEDISH UNIV AGR SCI,DEPT FOREST VEGETAT ECOL,S-90183 UMEA,SWEDEN.","Schimmel, J",215
7976,1,1996,zoo,ES,"DUKE UNIV,DEPT ZOOL,BOX 90325,DURHAM,NC 27708, USA.","Morris, WF",216
7978,1,1996,bio,ES,"UNIV PENN, DEPT BIOL, LEIDY LABS, PHILADELPHIA, PA 19104 USA.","Watkins, GG",217
7982,1,1996,eco,ES,"INST TERR ECOL,HILL BRATHENS,BANCHORY AB31 4BY,KINCARDINE,SCOTLAND.","Moss, R",218
7990,1,1996,math ,MA,"N CAROLINA STATE UNIV, DEPT FORESTRY, BIOMATH PROGRAM, RALEIGH, NC 27695 USA.","Hess, G",219
7991,1,1996,patuxent,Remove,"NBS,PATUXENT ENVIRONM SCI CTR,LAUREL,MD 20708, USA.","Link, WA",129
7994,1,1996,bio,ES,"INDIANA UNIV,DEPT BIOL,BLOOMINGTON,IN 47405, USA.","Clay, K",220
7995,1,1996,eco,ES,"CORNELL UNIV,ECOL & SYSTEMAT SECT,CORSON HALL,ITHACA,NY 14853, USA.","Power, AG",221
7998,1,1996,bio,ES,"UNIV CALIF RIVERSIDE,DEPT BIOL,RIVERSIDE,CA 92521, USA.","Zuk, M",222
8001,1,1996,eco,ES,"UNIV ARIZONA,DEPT ECOL & EVOLUTIONARY BIOL,TUCSON,AZ 85721, USA.","Fishbein, M",223
8002,1,1996,eco,ES,"CORNELL UNIV,ECOL & SYSTEMAT SECT,CORSON HALL,ITHACA,NY 14853, USA.","Root, RB",224
8003,1,1996,bio,ES,"SUNY BINGHAMTON,DEPT BIOL SCI,BINGHAMTON UNIV,BINGHAMTON,NY 13902, USA.","Stamp, NE",179
8007,1,1996,bio,ES,"TURKU UNIV,DEPT BIOL,ECOL ZOOL LAB,FIN-20500 TURKU,FINLAND.","Hakkarainen, H",225
8011,1,1996,bio,ES,"DARTMOUTH COLL,DEPT BIOL SCI,HANOVER,NH 03755, USA.","Gilbert, JJ",226
8013,1,1996,bio,ES,"UNIV MONTANA,DIV BIOL SCI,MISSOULA,MT 59812, USA.","Callaway, RM",227
8014,1,1996,bio,ES,"UNIV OSLO,DEPT BIOL,DIV ZOOL,POB 1050 BLINDERN,N-0316 OSLO,NORWAY.","Johannesen, E",228
8016,1,1996,ctr etud nord,ES,"UNIV LAVAL,CTR ETUD NORD,ST FOY,PQ G1K 7P4,CANADA.","Lavoie, C",229
8024,1,1996,env,ES,"UNIV JYVASKYLA,INST ENVIRONM & BIOL SCI,POB 35,FIN-40351 JYVASKYLA,FINLAND.","Salonen, V",230
8025,1,1996,woods hole,ES,"WOODS HOLE OCEANOG INST,WOODS HOLE,MA 02543, USA.","Solow, AR",231
8027,1,1996,zoo,ES,"UNIV OXFORD,DEPT ZOOL,S PARKS RD,OXFORD OX1 3PS,ENGLAND.","Bateson, M",232
8028,1,1996,populat,ES,"UNIV CALIF DAVIS,CTR POPULAT BIOL,DAVIS,CA 95616, USA.","Daehler, CC",233
8029,1,1996,populat,ES,"UNIV LONDON IMPERIAL COLL SCI & TECHNOL,CTR POPULAT BIOL,NAT ENVIRONM RES COUNCIL,SILWOOD PK,ASCOT SL5 7PY,BERKS,ENGLAND.","Lawton, JH",234
8031,1,1996,limn,ES,"UNIV WISCONSIN,CTR LIMNOL,MADISON,WI 53706, USA.","Carpenter, SR",235
8032,1,1996,zoo,ES,"UNIV WISCONSIN,DEPT ZOOL,MADISON,WI 53706, USA.","Ives, AR",145
8033,1,1996,bio,ES,"FREE UNIV AMSTERDAM,FAC BIOL,DEPT ECOL & ECOTOXICOL,DE BOELELAAN 1087,1081 HV AMSTERDAM,NETHERLANDS.","Verhoef, HA",236
8034,1,1996,nematol,ES,"UNIV CALIF DAVIS,DEPT NEMATOL,DAVIS,CA 95616, USA.","Jaffee, BA",237
8036,1,1996,max planck,Remove,"MAX PLANCK INST LIMNOL, DEPT PLANT ECOL, POB 165, D-24302 PLON, GERMANY.","Rothhaupt, KO",238
8037,1,1996,max planck,Remove,"MAX PLANCK INST LIMNOL, DEPT PHYSIOL ECOL, POB 165, D-24302 PLON, GERMANY.","Rothhaupt, KO",238
8038,1,1996,limn,ES,"UNIV WISCONSIN,CTR LIMNOL,MADISON,WI 53706, USA.","Carpenter, SR",235
8041,1,1996,bio,ES,"UNIV YORK,DEPT BIOL,YORK YO1 5DD,N YORKSHIRE,ENGLAND.","Law, R",239
8044,1,1996,bio,ES,"UNIV NEW MEXICO, DEPT BIOL, ALBUQUERQUE, NM 87131 USA.","Milne, BT",240
8049,1,1996,populat,ES,"UNIV CALIF DAVIS,CTR POPULAT BIOL,DAVIS,CA 95616, USA.","Gardner, SN",241
8051,1,1996,anim,ES,"UMEA UNIV,DEPT ANIM ECOL,S-90187 UMEA,SWEDEN.","Persson, L",242
8053,1,1996,bio,ES,"CORNELL UNIV,DIV BIOL SCI,ECOL & SYSTEMAT SECT,ITHACA,NY 14853, USA.","Winkler, DW",243
8060,1,1996,bio,ES,"FLORIDA STATE UNIV,DEPT BIOL SCI,TALLAHASSEE,FL 32306, USA.","Miller, TE",208
8061,1,1996,zoo,ES,"UNIV WASHINGTON,DEPT ZOOL,BOX 351800,SEATTLE,WA 98195, USA.","Pascual, MA",244
8062,1,1996,min,ES,"UNIV MINNESOTA, DEPT ECOL EVOLUT & BEHAV, 1987 UPPER BUFORD CIRCLE, ST PAUL, MN 55108 USA.","Tilman, D",93
8067,1,1996,british antarctic survey,Remove,"BRITISH ANTARCTIC SURVEY,NERC,MADINGLEY RD,CAMBRIDGE CB3 0ET,ENGLAND.","Boyd, IL",245
8068,1,1996,min,ES,"UNIV WYOMING,DEPT ZOOL & PHYSIOL,LARAMIE,WY 82071, USA.","Lovvorn, JR",246
8070,1,1996,bio,ES,"UNIV OSLO,DEPT BIOL,POB 1050,N-0316 OSLO,NORWAY.","Slagsvold, T",247
8072,1,1996,eco,ES,"PRINCETON UNIV,DEPT ECOL & EVOLUT BIOL,PRINCETON,NJ 08544, USA.","Grant, BR",248
8073,1,1996,eco,ES,"PRINCETON UNIV,DEPT ECOL & EVOLUT BIOL,PRINCETON,NJ 08544, USA.","Grant, BR",248
8074,1,1996,zoo,ES,"UNIV BASEL,INST ZOOL,RHEINSPRUNG 9,CH-4051 BASEL,SWITZERLAND.","Doebeli, M",249
8075,1,1996,bio,ES,"KANSAS STATE UNIV,DIV BIOL,ACKERT HALL,MANHATTAN,KS 66506, USA.","Fay, PA",250
8084,1,1996,bio,ES,"UNIV VERMONT,DEPT BIOL,BURLINGTON,VT 05405, USA.","Gotelli, NJ",140
8086,1,1996,zoo,ES,"BRIGHAM YOUNG UNIV,DEPT ZOOL,PROVO,UT 84602, USA.","Maurer, BA",251
8087,1,1996,nat,ES,"ILLINOIS NAT HIST SURVEY, CHAMPAIGN, IL 61820 USA.","Brawn, JD",252
8091,1,1996,forest,ES,"UNIV BRITISH COLUMBIA, FAC FORESTRY, CTR APPL CONSERVAT BIOL, VANCOUVER, BC V6T 1Z4, CANADA.","Thomas, L",253
8093,1,1996,bio,ES,"CSIC, ESTAC BIOL DONANA, AVD MARIA LUISA, PABELLON PERU, E-41013 SEVILLE, SPAIN.","Ferrer, M",254
8094,1,1996,noaa,Remove,"NOAA,NATL MARINE FISHERIES SERV,ALASKA FISHERIES SCI CTR,7600 SAND POINT WAY NE,BIN C15700,SEATTLE,WA 98115, USA.","Syrjala, SE",255
8095,1,1996,math ,MA,"UNIV OTAGO,DEPT MATH & STAT,POB 56,DUNEDIN,NEW ZEALAND.","Manly, BFJ",256
8096,1,1996,nat,ES,"NAT RESOURCES CANADA,CANADIAN FOREST SERV MARITIMES,POB 4000,FREDERICTON,NB E3B 5P7,CANADA.","Royama, T",257
8108,1,1996,agr,ES,"SWEDISH UNIV AGR SCI,DEPT WILDLIFE ECOL,BOX 7002,S-75007 UPPSALA,SWEDEN.","Kindvall, O",258
8110,1,1996,forest,ES,"MICHIGAN TECHNOL UNIV,SCH FORESTRY & WOOD PROD,1400 TOWNSEND DR,HOUGHTON,MI 49931, USA.","McLaren, BE",259
8111,1,1996,bio,ES,"SUNY BUFFALO,DEPT BIOL SCI,BUFFALO,NY 14260, USA.","Baldwin, IT",260
8113,1,1996,bio,ES,"UNIV OTTAWA,DEPT BIOL,30 MARIE CURIE CP 450,SUCCURSALE A,OTTAWA,ON K1N 6N5,CANADA.","TwolanStrutt, L",261
8115,1,1996,eco,ES,"UNIV GEORGIA,INST ECOL,ATHENS,GA 30602, USA.","Dai, T",262
8118,1,1996,math ,MA,"BIOMATH & STAT SCOTLAND,KINGS BLDG JCMB,MAYFIELD RD,EDINBURGH EH9 3JZ,MIDLOTHIAN,SCOTLAND.","Ruxton, GD",263
8119,1,1996,zoo,ES,"ARIZONA STATE UNIV,DEPT ZOOL,TEMPE,AZ 85287, USA.","Maret, TJ",264
8128,1,1995,bio,ES,"UNIV INSTELLING ANTWERP,DEPT BIOL,B-2610 WILRIJK,BELGIUM.","WAUTERS, LA",265
8129,1,1995,bio,ES,"UNIV NEVADA,DEPT BIOL,RENO,NV 89557, USA.","JENKINS, SH",266
8130,1,1995,eco,ES,"NETHERLANDS INST ECOL,POB 40,6666 ZG HETEREN,NETHERLANDS.","VANTIENDEREN, PH",267
8131,1,1995,phys ,PS,"UMEA UNIV, DEPT PHYS GEOG, S-90187 UMEA, SWEDEN.","KULLMAN, L",268
8137,1,1995,bio,ES,"LA SELVO BIOL STN,ORG TROP STUDIES,INTERLINK 341,POB 02-5635,MIAMI,FL 33152, USA.","CLARK, DA",269
8139,1,1995,"informat,",CS,"DEPT CONSERVAT & LAND MANAGEMENT,DIV SCI & INFORMAT,BIOMETR UNIT,50 HAYMAN RD,COMO,WA 6152,AUSTRALIA.","WILLIAMS, MR",270
8140,1,1995,arboret,ES,"HARVARD UNIV,ARNOLD ARBORETUM,DEPT ORGANISM & EVOLUT BIOL,22 DIVIN AVE,CAMBRIDGE,MA 02138, USA.","LAMAN, TG",271
8141,1,1995,bio,ES,"CSIC,ESTAC BIOL DONANA,APARTADO 1056,E-41080 SEVILLE,SPAIN.","JORDANO, P",272
8145,1,1995,eco,ES,"UNIV CHICAGO,DEPT ECOL & EVOLUT,1101 E 57TH ST,CHICAGO,IL 60637, USA.","SHONLE, I",273
8147,1,1995,bio,ES,"UNIV JYVASKYLA,DEPT BIOL,POB 35,SF-40351 JYVASKYLA,FINLAND.","MAPPES, J",274
8148,1,1995,min,ES,"UNIV MINNESOTA, DEPT ECOL EVOLUT & BEHAV, ST PAUL, MN 55108 USA.","ABRAMS, PA",207
8150,1,1995,bio,ES,"UNIV NEW MEXICO,DEPT BIOL,ALBUQUERQUE,NM 87131, USA.","BROWN, JH",53
8151,1,1995,NoMatch,Unmatched,"UNIV CALIF RIVERSIDE,RIVERSIDE,CA 92521, USA.","ROTENBERRY, JT",275
8152,1,1995,NoMatch,Unmatched,"CORNELL UNIV,CORSON HALL,ITHACA,NY 14853, USA.","HERZIG, AL",276
8155,1,1995,bio,ES,"UNIV LONDON,ROYAL HOLLOWAY & BEDFORD NEW COLL,SCH BIOL SCI,EGHAM TW20 0EX,SURREY,ENGLAND.","GANGE, AC",277
8156,1,1995,ent,ES,"UNIV GOTTINGEN,DEUTSCH PRIMATENZENTRUM,KELLNERWEG 4,D-37077 GOTTINGEN,GERMANY.","GANZHORN, JU",278
8159,1,1995,bio,ES,"NO ARIZONA UNIV,DEPT BIOL SCI,BOX 5640,FLAGSTAFF,AZ 86011, USA.","GEHRING, CA",279
8160,1,1995,usda,Remove,"USDA ARS,INTERMT RES STN,RENO,NV 89512, USA.","CHAMBERS, JC",280
8162,1,1995,bot,ES,"UNIV TEXAS,DEPT BOT,AUSTIN,TX 78713, USA.","FOWLER, NL",281
8163,1,1995,eco,ES,"BROWN UNIV,DEPT ECOL & EVOLUTIONARY BIOL,PROVIDENCE,RI 02912, USA.","HACKER, SD",282
8166,1,1995,bio,ES,"TEXAS TECH UNIV,DEPT SCI BIOL,ECOL PROGRAM,LUBBOCK,TX 79409, USA.","ZHANG, QH",283
8177,1,1995,zoo,ES,"UNIV CAPE TOWN,DEPT ZOOL,MARINE BIOL RES INST,COASTAL ECOL UNIT,CAPE TOWN 7925,SOUTH AFRICA.","BUSTAMANTE, RH",284
8179,1,1995,bio,ES,"MACQUARIE UNIV,SCH BIOL SCI,N RYDE,NSW 2109,AUSTRALIA.","BLANCHE, KR",285
8180,1,1995,max planck,Remove,"MAX PLANCK INST LIMNOL,POSTFACH 165,D-24302 PLON,GERMANY.","TOLLRIAN, R",286
8189,1,1995,eco,ES,"LUND UNIV,DEPT ECOL ANIM ECOL,S-22362 LUND,SWEDEN.","SVENSSON, E",287
8190,1,1995,eco,ES,"BROWN UNIV,DEPT ECOL & EVOLUTIONARY BIOL,BOX G-W,PROVIDENCE,RI 02912, USA.","PARRISH, JD",288
8193,1,1995,bio,ES,"UNIV JYVASKYLA,DEPT BIOL & ENVIRONM SCI,POB 35,SF-40351 JYVASKYLA,FINLAND.","SETALA, H",289
8198,1,1995,range,ES,"COLORADO STATE UNIV,DEPT RANGELAND ECOSYST SCI,NAT RESOURCE ECOL LAB,FT COLLINS,CO 80523, USA.","PARUELO, JM",290
8200,1,1995,NoMatch,Unmatched,"UNIV ILLINOIS,845 W TAYLOR ST,CHICAGO,IL 60607, USA.","HOWE, HF",291
8203,1,1995,bio,ES,"SAN DIEGO STATE UNIV, DEPT BIOL, SAN DIEGO, CA 92182 USA.","WILLIAMS, SL",292
8208,1,1995,zoo,ES,"GOTHENBURG UNIV,DEPT ZOOL,MEDICINARGATAN 18,S-41390 GOTHENBURG,SWEDEN.","WIKLUND, CG",202
8209,1,1995,water,ES,"UNIV WATERLOO,DEPT BIOL,WATERLOO,ON N2L 3G1,CANADA.","SMITH, SM",293
8210,1,1995,nat,ES,"NATL BIOTECHNOL SERV,NO PRAIRIE SCI CTR,JAMESTOWN,ND 58401, USA.","JOHNSON, DH",294
8213,1,1995,bio,ES,"UNIV CALIF SANTA BARBARA,DEPT BIOL SCI,SANTA BARBARA,CA 93106, USA.","STEWARTOATEN, A",295
8214,1,1995,eco,ES,"UNIV CHICAGO,DEPT ECOL & EVOLUT,1101 E 57TH ST,CHICAGO,IL 60637, USA.","LEIBOLD, MA",296
8224,1,1995,bio,ES,"MCGILL UNIV,DEPT BIOL,1205 AVE DOCTEUR PENFIELD,MONTREAL,PQ H3A 1B1,CANADA.","CARRIERE, Y",297
8227,1,1995,bio,ES,"SUNY BINGHAMTON,DEPT BIOL SCI,BINGHAMTON,NY 13902, USA.","PARKER, MA",298
8230,1,1995,bot,ES,"UNIV WASHINGTON,DEPT BOT,SEATTLE,WA 98195, USA.","GOLD, WG",299
8232,1,1995,us forest serv,Remove,"US FOREST SERV,RWU 4051,COWEETA HYDROL LAB,3160 COWEETA LAB RD,OTTO,NC 28763, USA.","MCNULTY, SG",300
8234,1,1995,life,ES,"UNIV TEXAS,DIV LIFE SCI,SAN ANTONIO,TX 78249, USA.","BUSH, JK",301
8236,1,1995,bio,ES,"UNIV JAEN, FAC CIENCIAS EXPTL, DEPT BIOL ANIM VEGETAL & ECOL, E-23071 JAEN, SPAIN.","REY, PJ",302
8247,1,1995,forest,ES,"FORESTRY & FOREST PROD RES INST,POB 16,TSUKUBA,IBARAKI 305,JAPAN.","SHIBATA, M",303
8248,1,1995,math ,MA,"UNIV OTAGO,DEPT MATH & STAT,POB 56,DUNEDIN,NEW ZEALAND.","MANLY, BFJ",256
8252,1,1995,eco,ES,"INST ECOSYST STUDIES,BOX AB,MILLBROOK,NY 12545, USA.","BERKOWITZ, AR",304
8256,1,1995,bio,ES,"DALHOUSIE UNIV,DEPT BIOL,HALIFAX,NS B3H 4J1,CANADA.","WALDE, SJ",305
8257,1,1995,ent,ES,"UNIV CALIF DAVIS,DEPT ENTOMOL,DAVIS,CA 95616, USA.","KARBAN, R",306
8260,1,1995,bio,ES,"UNIV OREGON,DEPT BIOL,EUGENE,OR 97403, USA.","KLECKNER, CA",307
8262,1,1995,ent,ES,"UNIV MASSACHUSETTS,DEPT ENTOMOL,AMHERST,MA 01003, USA.","DWYER, G",308
8265,1,1995,natl lab,Remove,"OAK RIDGE NATL LAB,DIV ENVIRONM SCI,POB 2008,OAK RIDGE,TN 37831, USA.","HILL, WR",309
8266,1,1995,eco,ES,"SUNY STONY BROOK,DEPT ECOL & EVOLUT,STONY BROOK,NY 11794, USA.","MCCARTHY, MA",170
8267,1,1995,"math,",MA,"UNIV BRITISH COLUMBIA,INST APPL MATH,VANCOUVER,BC V6T 1Z2,CANADA.","DUKAS, R",310
8269,1,1995,bio,ES,"UNIV PENN,DEPT BIOL,PHILADELPHIA,PA 19104, USA.","PETRAITIS, PS",311
8270,1,1995,marine,ES,"UNIV N CAROLINA,INST MARINE SCI,MOREHEAD CITY,NC 28557, USA.","LINDQUIST, N",312
8281,1,1995,bio,ES,"UNIV NOTRE DAME,DEPT BIOL SCI,NOTRE DAME,IN 46556, USA.","FEDER, JL",313
8283,1,1995,eco,ES,"UNIV KANSAS,DEPT SYSTEMAT & ECOL,LAWRENCE,KS 66045, USA.","DIFFENDORFER, JE",314
8289,1,1995,bio,ES,"UNIV JYVASKYLA,DEPT BIOL & ENVIRONM SCI,POB 35,SF-40351 JYVASKYLA,FINLAND.","JOKINEN, S",315
8290,1,1995,bio,ES,"MICHIGAN TECHNOL UNIV,DEPT BIOL SCI,HOUGHTON,MI 49931, USA.","BOWEN, SH",316
8291,1,1995,bio,ES,"UNIV N DAKOTA,DEPT BIOL,UNIV STN,GRAND FORKS,ND 58202, USA.","SCHLOSSER, IJ",317
8292,1,1995,zoo,ES,"UNIV WISCONSIN,DEPT ZOOL,MADISON,WI 53706, USA.","IVES, AR",145
8295,1,1995,bio,ES,"FLORIDA STATE UNIV,DEPT BIOL SCI,TALLAHASSEE,FL 32306, USA.","BECK, MW",318
8299,1,1995,bio,ES,"UNIV WARSAW,DEPT HYDROBIOL,NOWY SWIAT 67,PL-00046 WARSAW,POLAND.","SLUSARCZYK, M",319
8300,1,1995,forest,ES,"IOWA STATE UNIV SCI & TECHNOL,DEPT FORESTRY,AMES,IA 50011, USA.","BARDON, RE",320
8301,1,1995,natl lab,Remove,"ARGONNE NATL LAB,DIV ENVIRONM RES,ARGONNE,IL 60439, USA.","LOEHLE, C",321
8303,1,1995,bio,ES,"UNIV NEW MEXICO, DEPT BIOL, ALBUQUERQUE, NM 87131 USA.","EVANS, AS",322
8308,1,1995,bio,ES,"UNIV S CAROLINA,DEPT BIOL SCI,COLUMBIA,SC 29208, USA.","FOX, CW",323
8313,1,1995,life,ES,"HEBREW UNIV JERUSALEM,INST LIFE SCI,DEPT EVOLUT SYSTEMAT & ECOL,IL-91904 JERUSALEM,ISRAEL.","KADMON, R",324
8315,1,1995,bot,ES,"UNIV COPENHAGEN,INST BOT,DEPT PLANT ECOL,OSTER FARIMAGSGADE 2D,DK-1353 COPENHAGEN K,DENMARK.","JONASSON, S",325
8319,1,1995,eco,ES,"INST ECOSYST STUDIES,BOX AB,MILLBROOK,NY 12545, USA.","OSTFELD, RS",326
8323,1,1995,bio,ES,"CALIF STATE UNIV LOS ANGELES,DEPT BIOL,LOS ANGELES,CA 90032, USA.","ROBLES, C",327
8328,1,1995,bio,ES,"UNIV NEW MEXICO,DEPT BIOL,ALBUQUERQUE,NM 87131, USA.","MEHLMAN, DW",328
8329,1,1995,zoo,ES,"UNIV TORONTO,DEPT ZOOL,25 HARBORD ST,TORONTO,ON M5S 1A1,CANADA.","JACKSON, DA",171
8330,1,1995,"informat,",CS,"DEPT CONSERVAT & LAND MANAGEMENT,RES CTR,DIV SCI & INFORMAT,BIOMETR UNIT,POB 104,COMO,WA 6152,AUSTRALIA.","WILLIAMS, MR",270
8331,1,1995,NoMatch,Unmatched,"PACIFIC NW RES STN,3625 93RD AVE SW,OLYMPIA,WA 98512, USA.","CAREY, AB",329
8332,1,1995,bot,ES,"UNIV STOCKHOLM,DEPT BOT,S-10691 STOCKHOLM,SWEDEN.","EHRLEN, J",330
8333,1,1995,bio,ES,"UNIV PENN,DEPT BIOL,PHILADELPHIA,PA 19104, USA.","PETRAITIS, PS",311
8336,1,1995,eco,ES,"LUND UNIV,DEPT ECOL,S-22362 LUND,SWEDEN.","SMITH, HG",331
8338,1,1995,bio,ES,"STN BIOL TOUR VALAT,F-13200 ARLES,FRANCE.","CEZILLY, F",332
8342,1,1995,anim,ES,"UMEA UNIV,DEPT ANIM ECOL,S-90187 UMEA,SWEDEN.","PERSSON, L",242
8346,1,1995,NoMatch,Unmatched,"NO TERR UNIV, FAC SCI, POB 40146, CASUARINA, NT 0811, AUSTRALIA.","CHRISTIAN, KA",333
8354,1,1995,bio,ES,"CSIC,ESTAC BIOL DONANA,APARTADO 1056,E-41080 SEVILLE,SPAIN.","HERRERA, CM",334
8356,1,1995,eco,ES,"UNIV ARIZONA,DEPT ECOL & EVOLUTIONARY BIOL,TUCSON,AZ 85721, USA.","PAKE, CE",214
8358,1,1995,bio,ES,"UNIV REGINA,DEPT BIOL,REGINA,SK S4S 0A2,CANADA.","GERRY, AK",335
8361,1,1995,natl biol,Remove,"NATL BIOL SURVEY,SO SCI CTR,700 CAJUNDOME BLVD,LAFAYETTE,LA 70506, USA.","GRACE, JB",336
8362,1,1995,bio,ES,"UNIV JYVASKYLA,DEPT BIOL,KONNEVESI RES STN,POB 35,SF-40351 JYVASKYLA,FINLAND.","SIIKAMAKI, P",337
8372,1,1994,bio,ES,"UNIV CALIF SANTA BARBARA,DEPT BIOL SCI,SANTA BARBARA,CA 93106, USA.","LAFFERTY, KD",338
8375,1,1994,ent,ES,"UNIV ILLINOIS,DEPT ENTOMOL,320 MORRILL HALL,505 S GOODWIN,URBANA,IL 61801, USA.","BERENBAUM, MR",339
8379,1,1994,plant,ES,"UNIV UTRECHT,DEPT PLANT ECOL & EVOLUT BIOL,POB 80084,3508 TB UTRECHT,NETHERLANDS.","AERTS, R",180
8380,1,1994,arct,ES,"UNIV ALASKA,INST ARCTIC BIOL,FAIRBANKS,AK 99775, USA.","KIELLAND, K",340
8384,1,1994,eco,ES,"BROWN UNIV,DEPT ECOL & EVOLUT BIOL,PROVIDENCE,RI 02912, USA.","BERTNESS, MD",130
8387,1,1994,bot,ES,"DUKE UNIV,DEPT BOT,DURHAM,NC 27708, USA.","LI, HB",341
8390,1,1994,bio,ES,"STANFORD UNIV, DEPT BIOL SCI, STANFORD, CA 94305 USA.","VITOUSEK, PM",342
8392,1,1994,forest,ES,"UNIV IDAHO,DEPT FOREST RESOURCES,MOSCOW,ID 83843, USA.","MARSHALL, JD",343
